Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
FNPTECHNOLOGIESSA;FR0013230067;MLFNP;"Euronext Access Paris";EUR;0.06;0.06;0.06;0.06;"12/05/2025 16:30";CET;1909;114.54;0.06;03/07/2025
"FONCIERE 7 INVEST";FR0000065930;LEBL;"Euronext Paris";EUR;0.348;0.348;0.348;0.348;"28/05/2025 16:51";CET;10;3.48;0.348;03/07/2025
"FONCIERE EURIS";FR0000038499;EURS;"Euronext Paris";EUR;0.159;0.159;0.159;0.159;"27/02/2024 11:30";CET;700;111.30;0.159;03/07/2025
"FONCIERE INEA";FR0010341032;INEA;"Euronext Paris";EUR;35.00;35.00;35.00;35.00;"03/07/2025 16:23";CET;41;1435.00;35.00;03/07/2025
"FONCIERE LYONNAISE";FR0000033409;FLY;"Euronext Paris";EUR;76.00;76.40;76.00;76.40;"03/07/2025 09:29";CET;14;1069.20;76.40;03/07/2025
"FONCIERE VINDI";FR0011605617;MLVIN;"Euronext Access Paris";EUR;4.60;4.60;4.60;4.60;"19/06/2025 16:30";CET;12;55.20;4.60;03/07/2025
"FONCIERE VOLTA";FR0000053944;SPEL;"Euronext Paris";EUR;7.70;7.70;7.70;7.70;"03/07/2025 16:30";CET;9;69.30;7.70;03/07/2025
"FORESTIERE EQUAT.";CI0000053161;FORE;"Euronext Paris";EUR;845.00;845.00;845.00;845.00;"27/06/2025 13:43";CET;2;1690.00;845.00;03/07/2025
"FORSEE POWER";FR0014005SB3;FORSE;"Euronext Paris";EUR;0.395;0.40;0.383;0.385;"03/07/2025 17:35";CET;74809;29190.07;0.385;03/07/2025
FORVIA;FR0000121147;FRVIA;"Euronext Paris";EUR;9.604;9.936;9.408;9.446;"03/07/2025 17:35";CET;961099;9225409.80;9.446;03/07/2025
"FOUNTAINE PAJOT";FR0010485268;ALFPC;"Euronext Growth Paris";EUR;105.00;106.40;104.80;105.60;"03/07/2025 17:29";CET;1314;138311.00;105.60;03/07/2025
"FRANCAISE ENERGIE";FR0013030152;FDE;"Euronext Paris";EUR;37.05;37.45;36.00;37.10;"03/07/2025 17:35";CET;16011;586048.24;37.10;03/07/2025
"FRANCE TOURISME";FR0010823724;MLFTI;"Euronext Access Paris";EUR;0.03;0.03;0.022;0.022;"03/07/2025 17:29";CET;146598;3569.16;0.022;03/07/2025
FREELANCE.COM;FR0004187367;ALFRE;"Euronext Growth Paris";EUR;2.28;2.30;2.28;2.29;"03/07/2025 17:06";CET;7984;18298.24;2.29;03/07/2025
FREY;FR0010588079;FREY;"Euronext Paris";EUR;28.80;28.80;28.80;28.80;"03/07/2025 16:30";CET;341;9820.80;28.80;03/07/2025
FSDV;FR0000031973;FSDV;"Euronext Paris";EUR;16.40;16.40;16.40;16.40;"02/07/2025 16:30";CET;1320;21648.00;16.40;03/07/2025
G.A.I.;FR0000053415;MLGAI;"Euronext Access Paris";EUR;109.00;109.00;109.00;109.00;"09/06/2025 11:30";CET;3;327.00;109.00;03/07/2025
GALEO;FR0011100759;MLGAL;"Euronext Access Paris";EUR;2.02;2.02;2.02;2.02;"03/07/2025 16:30";CET;50;101.00;2.02;03/07/2025
GASCOGNE;FR0000124414;ALBI;"Euronext Growth Paris";EUR;2.44;2.44;2.44;2.44;"03/07/2025 16:58";CET;2;4.88;2.44;03/07/2025
GAUMONT;FR0000034894;GAM;"Euronext Paris";EUR;78.50;79.00;78.50;79.00;"03/07/2025 15:39";CET;219;17221.00;79.00;03/07/2025
"GEA GRENOBL.ELECT.";FR0000053035;GEA;"Euronext Paris";EUR;89.00;89.00;89.00;89.00;"03/07/2025 14:00";CET;27;2403.00;89.00;03/07/2025
"GECI INTL";FR001400M1R1;ALGEC;"Euronext Growth Paris";EUR;3.50;3.63;3.41;3.63;"03/07/2025 16:13";CET;1768;6239.13;3.63;03/07/2025
GECINA;FR0010040865;GFC;"Euronext Paris";EUR;91.20;92.35;91.05;91.60;"03/07/2025 17:39";CET;100889;9250556.50;91.60;03/07/2025
GENESIS;ES0105807004;MLGNS;"Euronext Access Paris";EUR;1.58;1.58;1.58;1.58;"20/12/2024 00:00";CET;-;-;1.58;03/07/2025
GENEURO;CH0308403085;GNRO;"Euronext Paris";EUR;0.048;0.0504;0.048;0.048;"03/07/2025 17:24";CET;123448;6073.63;0.048;03/07/2025
GENFIT;FR0004163111;GNFT;"Euronext Paris";EUR;3.344;3.386;3.30;3.30;"03/07/2025 17:35";CET;130386;436377.97;3.30;03/07/2025
GENOWAY;FR0004053510;ALGEN;"Euronext Growth Paris";EUR;3.29;3.29;3.21;3.25;"03/07/2025 17:29";CET;3536;11498.69;3.25;03/07/2025
"GENSIGHT BIOLOGICS";FR0013183985;SIGHT;"Euronext Paris";EUR;0.166;0.1796;0.15;0.153;"03/07/2025 17:37";CET;1084239;172113.26;0.153;03/07/2025
"GENSIGHT BSA";FR0014010IB4;SIGBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"GENTLEMENS EQUITY";PTGVE1AE0009;MLGEQ;"Euronext Access Paris";EUR;0.0185;0.0185;0.0185;0.0185;"02/07/2025 16:30";CET;800;14.80;0.0185;03/07/2025
"GETLINK SE";FR0010533075;GET;"Euronext Paris";EUR;16.32;16.33;16.21;16.33;"03/07/2025 17:35";CET;402097;6562289.10;16.33;03/07/2025
GEVELOT;FR0000033888;ALGEV;"Euronext Growth Paris";EUR;185.00;185.00;185.00;185.00;"03/07/2025 16:33";CET;56;10360.00;185.00;03/07/2025
"GL EVENTS";FR0000066672;GLO;"Euronext Paris";EUR;27.20;27.65;27.20;27.55;"03/07/2025 17:35";CET;6366;174648.40;27.55;03/07/2025
"GLASS TO POWER";IT0005613739;MLGL;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"GLOBAL BIOENERGIES";FR0011052257;ALGBE;"Euronext Growth Paris";EUR;0.087;0.0909;0.079;0.083;"03/07/2025 17:35";CET;545534;46561.90;0.083;03/07/2025
"GLOBAL PIELAGO";ES0105537007;MLNDG;"Euronext Access Paris";EUR;4.92;4.92;4.92;4.92;"16/04/2021 00:00";CET;-;-;4.92;03/07/2025
"GOLD BY GOLD";FR0011208693;ALGLD;"Euronext Growth Paris";EUR;3.29;3.29;3.22;3.22;"03/07/2025 16:31";CET;628;2064.72;3.22;03/07/2025
"GPE GROUP PIZZORNO";FR0010214064;GPE;"Euronext Paris";EUR;64.20;64.20;63.20;63.80;"03/07/2025 17:35";CET;849;54286.00;63.80;03/07/2025
"GRAINES VOLTZ";FR0000065971;GRVO;"Euronext Paris";EUR;18.30;18.60;18.00;18.55;"03/07/2025 17:35";CET;451;8307.35;18.55;03/07/2025
GROLLEAU;FR0014005ZM5;ALGRO;"Euronext Growth Paris";EUR;3.16;3.16;3.10;3.10;"03/07/2025 16:18";CET;1055;3273.74;3.10;03/07/2025
"GROUPE CARNIVOR";FR0000076960;MLGRC;"Euronext Access Paris";EUR;15.40;15.40;15.40;15.40;"20/02/2025 11:30";CET;140;2156.00;15.40;03/07/2025
"GROUPE CRIT";FR0000036675;CEN;"Euronext Paris";EUR;67.20;67.40;67.20;67.20;"03/07/2025 17:35";CET;467;31390.20;67.20;03/07/2025
"GROUPE ETPO";FR0000066219;INFE;"Euronext Paris";EUR;79.50;79.50;79.50;79.50;"03/07/2025 11:30";CET;10;795.00;79.50;03/07/2025
"GROUPE GUILLIN";FR0012819381;ALGIL;"Euronext Growth Paris";EUR;28.60;28.60;28.45;28.50;"03/07/2025 17:35";CET;1443;41179.61;28.50;03/07/2025
"GROUPE JAJ";FR0004010338;GJAJ;"Euronext Paris";EUR;1.19;1.19;1.19;1.19;"27/06/2025 16:30";CET;9;10.71;1.19;03/07/2025
"GROUPE LDLC";FR0000075442;ALLDL;"Euronext Growth Paris";EUR;6.78;6.84;6.78;6.80;"03/07/2025 17:35";CET;3038;20661.72;6.80;03/07/2025
"GROUPE OKWIND";FR0013439627;ALOKW;"Euronext Growth Paris";EUR;2.25;2.315;2.155;2.18;"03/07/2025 17:00";CET;3136;6986.41;2.18;03/07/2025
"GROUPE PARTOUCHE";FR0012612646;PARP;"Euronext Paris";EUR;19.75;19.85;19.60;19.60;"03/07/2025 17:21";CET;843;16646.65;19.60;03/07/2025
"GROUPE PLUS-VALUES";FR0010529719;MLPVG;"Euronext Access Paris";EUR;0.01;0.01;0.01;0.01;"18/03/2013 15:00";CET;20000;200.00;0.01;03/07/2025
"GROUPE SFPI";FR0004155000;SFPI;"Euronext Paris";EUR;2.36;2.37;2.36;2.37;"03/07/2025 15:48";CET;2725;6445.71;2.37;03/07/2025
"GROUPE TERA";FR0013429404;ALGTR;"Euronext Growth Paris";EUR;5.60;5.60;5.60;5.60;"03/07/2025 10:54";CET;1367;7655.20;5.60;03/07/2025
GROUPIMO;FR0014000RP6;ALIMO;"Euronext Growth Paris";EUR;0.298;0.298;0.298;0.298;"03/07/2025 17:20";CET;350;104.30;0.298;03/07/2025
"GRUPO WHITENI";ES0105399002;MLGWH;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"25/10/2019 11:30";CET;350;1050.00;3.00;03/07/2025
GTT;FR0011726835;GTT;"Euronext Paris";EUR;163.80;164.30;163.10;163.90;"03/07/2025 17:35";CET;66915;10964841.60;163.90;03/07/2025
GUERBET;FR0000032526;GBT;"Euronext Paris";EUR;22.15;22.45;22.05;22.35;"03/07/2025 17:35";CET;5532;123202.15;22.35;03/07/2025
GUILLEMOT;FR0000066722;GUI;"Euronext Paris";EUR;4.89;5.18;4.89;5.00;"03/07/2025 17:35";CET;33524;169098.78;5.00;03/07/2025
"HAFFNER ENERGY";FR0014007ND6;ALHAF;"Euronext Growth Paris";EUR;0.3635;0.368;0.3555;0.3635;"03/07/2025 17:35";CET;28417;10251.45;0.3635;03/07/2025
"HAFFNER ENERGY BSA";FR001400Y4X9;HAFBS;"Euronext Growth Paris";EUR;0.007;0.007;0.007;0.007;"03/07/2025 12:23";CET;1512;10.58;0.007;03/07/2025
"HAMILTON GLOBAL OP";GB00BMDXQ672;ALHGO;"Euronext Growth Paris";EUR;43.20;43.20;43.20;43.20;"03/07/2025 09:00";CET;1;43.20;43.20;03/07/2025
"HAULOTTE GROUP";FR0000066755;PIG;"Euronext Paris";EUR;2.39;2.40;2.36;2.37;"03/07/2025 17:35";CET;34689;82864.87;2.37;03/07/2025
HDF;FR0014003VY4;HDF;"Euronext Paris";EUR;4.98;5.08;4.98;5.06;"03/07/2025 17:35";CET;5839;29404.20;5.06;03/07/2025
"HEALTHCARE ACTIVOS";ES0105498002;MLHAY;"Euronext Access Paris";EUR;1.28141;1.28141;1.28141;1.28141;"30/09/2020 00:00";CET;-;-;1.40;03/07/2025
HERIGE;FR0000066540;ALHRG;"Euronext Growth Paris";EUR;22.00;22.00;21.60;21.60;"03/07/2025 17:29";CET;174;3815.30;21.60;03/07/2025
"HERMES INTL";FR0000052292;RMS;"Euronext Paris";EUR;2333.00;2354.00;2300.50;2351.00;"03/07/2025 17:38";CET;50653;118471378.50;2351.00;03/07/2025
HEXAOM;FR0004159473;ALHEX;"Euronext Growth Paris";EUR;30.40;30.60;30.40;30.60;"03/07/2025 17:35";CET;792;24162.40;30.60;03/07/2025
"HF COMPANY";FR0000038531;ALHF;"Euronext Growth Paris";EUR;4.61;4.68;4.40;4.55;"03/07/2025 17:35";CET;30658;138036.22;4.55;03/07/2025
"HIGH CO";FR0000054231;HCO;"Euronext Paris";EUR;4.04;4.07;3.98;4.01;"03/07/2025 17:20";CET;16236;65489.52;4.01;03/07/2025
"HIPAY GROUP";FR0012821916;ALHYP;"Euronext Growth Paris";EUR;10.45;11.55;10.45;11.50;"03/07/2025 17:38";CET;20083;224965.80;11.50;03/07/2025
HITECHPROS;FR0010396309;ALHIT;"Euronext Growth Paris";EUR;17.00;17.00;17.00;17.00;"03/07/2025 13:03";CET;200;3400.00;17.00;03/07/2025
HK;DE000A11Q133;MLHK;"Euronext Access Paris";EUR;113.00;113.00;113.00;113.00;"03/07/2025 16:58";CET;1248;141024.00;113.00;03/07/2025
"HOCHE BAINS L.BAIN";FR0000051302;MLHBB;"Euronext Access Paris";EUR;71.00;71.00;71.00;71.00;"27/06/2025 16:30";CET;1;71.00;71.00;03/07/2025
HOFFMANN;FR0013451044;ALHGR;"Euronext Growth Paris";EUR;5.30;5.49;5.01;5.18;"03/07/2025 17:35";CET;157412;831056.18;5.18;03/07/2025
"HOME CONCEPT";FR0012336691;MLHCF;"Euronext Access Paris";EUR;16.40;16.40;16.40;16.40;"31/03/2025 11:30";CET;10;164.00;15.40;03/07/2025
HOPENING;FR0010312181;MLHPE;"Euronext Access Paris";EUR;7.60;7.60;7.60;7.60;"25/06/2025 11:30";CET;7;53.20;7.60;03/07/2025
HOPIUM;FR0014000U63;ALHPI;"Euronext Growth Paris";EUR;0.0003;0.0003;0.0002;0.0002;"03/07/2025 17:29";CET;68459233;18318.79;0.0002;03/07/2025
"HOPSCOTCH GROUPE";FR0000065278;ALHOP;"Euronext Growth Paris";EUR;16.85;17.10;16.85;17.00;"03/07/2025 15:55";CET;84;1428.85;17.00;03/07/2025
"HOT.MAJESTIC CANNE";FR0006226791;MLHMC;"Euronext Access Paris";EUR;5150.00;5150.00;5150.00;5150.00;"02/07/2025 14:27";CET;4;20600.00;5150.00;03/07/2025
"HOTELES BESTPRICE";ES0105664009;MLHBP;"Euronext Access Paris";EUR;3.90;3.90;3.90;3.90;"12/06/2025 11:30";CET;20;78.00;3.90;03/07/2025
HOTELIM;FR0000053738;MLHOT;"Euronext Access Paris";EUR;53.50;53.50;53.50;53.50;"03/07/2025 16:43";CET;20;1070.00;53.50;03/07/2025
"HOTELS DE PARIS";FR0004165801;HDP;"Euronext Paris";EUR;2.20;2.20;2.20;2.20;"02/07/2025 11:30";CET;53;116.60;2.20;03/07/2025
HOTL.IMMOB.NICE;FR0006563904;MLHIN;"Euronext Access Paris";EUR;212.00;212.00;212.00;212.00;"30/06/2025 16:30";CET;12;2544.00;212.00;03/07/2025
HUNYVERS;FR0014007LQ2;ALHUN;"Euronext Growth Paris";EUR;8.74;8.82;8.74;8.82;"03/07/2025 17:00";CET;221;1933.14;8.82;03/07/2025
"HYDRAULIQUE PB";FR0000064735;MLHYD;"Euronext Access Paris";EUR;755.00;755.00;755.00;755.00;"02/05/2025 11:30";CET;3;2265.00;755.00;03/07/2025
HYDRO-EXPLOIT.;FR0005843125;MLHYE;"Euronext Access Paris";EUR;107.00;107.00;107.00;107.00;"02/07/2025 11:30";CET;12;1284.00;107.00;03/07/2025
"HYDROGEN REFUELING";FR0014001PM5;ALHRS;"Euronext Growth Paris";EUR;3.52;3.72;3.50;3.54;"03/07/2025 17:35";CET;12612;44906.97;3.54;03/07/2025
I2S;FR0005854700;ALI2S;"Euronext Growth Paris";EUR;7.15;7.15;7.15;7.15;"19/06/2025 11:30";CET;18;128.70;7.15;03/07/2025
"IANTE INVESTMENTS";ES0105479002;MLINT;"Euronext Access Paris";EUR;4.62;4.62;4.62;4.62;"20/05/2022 16:30";CET;700;3234.00;4.62;03/07/2025
ICADE;FR0000035081;ICAD;"Euronext Paris";EUR;21.92;22.04;21.74;21.96;"03/07/2025 17:35";CET;146930;3220042.04;21.96;03/07/2025
"ICAPE HOLDING";FR001400A3Q3;ALICA;"Euronext Growth Paris";EUR;7.26;7.40;7.18;7.40;"03/07/2025 17:35";CET;893;6495.88;7.40;03/07/2025
"ID LOGISTICS GROUP";FR0010929125;IDL;"Euronext Paris";EUR;424.50;426.00;414.00;418.00;"03/07/2025 17:35";CET;4398;1841511.00;418.00;03/07/2025
IDI;FR0000051393;IDIP;"Euronext Paris";EUR;77.40;77.40;77.20;77.20;"03/07/2025 17:35";CET;679;52456.40;77.20;03/07/2025
IDS;FR0000079691;MLIDS;"Euronext Access Paris";EUR;0.492;0.492;0.492;0.492;"30/06/2025 16:30";CET;302;148.58;0.492;03/07/2025
"IGIS NEPTUNE";ES0105551008;MLABC;"Euronext Access Paris";EUR;11.43;11.43;11.43;11.43;"31/08/2021 00:00";CET;-;-;9.80;03/07/2025
IKONISYS;FR00140048X2;ALIKO;"Euronext Growth Paris";EUR;1.54;1.54;1.52;1.52;"30/06/2025 17:15";CET;509;781.28;1.52;03/07/2025
IMALLIANCE;FR0010086371;MLIML;"Euronext Access Paris";EUR;0.234;0.234;0.234;0.234;"03/07/2025 11:30";CET;360;84.24;0.234;03/07/2025
"IMEON ENERGY";FR001400QW73;MLIME;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;-;-
IMERYS;FR0000120859;NK;"Euronext Paris";EUR;28.76;28.90;28.28;28.38;"03/07/2025 17:35";CET;46899;1337740.38;28.38;03/07/2025
IMM.PARIS.PERLE;FR0006859039;MLIPP;"Euronext Access Paris";EUR;55.50;55.50;55.50;55.50;"08/05/2025 16:30";CET;1;55.50;55.50;03/07/2025
IMMERSION;FR0013060100;ALIMR;"Euronext Growth Paris";EUR;1.69;1.69;1.54;1.54;"03/07/2025 16:35";CET;700;1093.00;1.54;03/07/2025
IMMOB.DASSAULT;FR0000033243;IMDA;"Euronext Paris";EUR;52.20;56.80;52.20;54.00;"03/07/2025 17:35";CET;1630;89111.00;54.00;03/07/2025
IMPLANET;FR0013470168;ALIMP;"Euronext Growth Paris";EUR;0.1025;0.118;0.0986;0.107;"03/07/2025 17:35";CET;331279;35689.58;0.107;03/07/2025
"IMPRIMERIE CHIRAT";FR0000065773;MLIMP;"Euronext Access Paris";EUR;5.20;5.20;5.20;5.20;"03/07/2025 11:30";CET;1;5.20;5.20;03/07/2025
"IMPULSE FITNESS";ES0105590006;MLIFS;"Euronext Access Paris";EUR;7.00;7.00;7.00;7.00;"02/12/2024 16:30";CET;22;154.00;7.00;03/07/2025
INFOCLIP;FR0011158823;MLIFC;"Euronext Access Paris";EUR;2.00;2.00;2.00;2.00;"24/06/2025 16:30";CET;84;168.00;2.00;03/07/2025
INFOTEL;FR0000071797;INF;"Euronext Paris";EUR;39.20;40.10;39.20;39.50;"03/07/2025 17:35";CET;3662;145653.80;39.50;03/07/2025
INMARK;ES0105511002;MLINM;"Euronext Access Paris";EUR;17.90;17.90;17.90;17.90;"08/04/2021 00:00";CET;-;-;17.70;03/07/2025
INMOSUPA;ES0105473005;MLISP;"Euronext Access Paris";EUR;1.62;1.62;1.62;1.62;"06/04/2020 00:00";CET;-;-;1.57;03/07/2025
"INNATE PHARMA";FR0010331421;IPH;"Euronext Paris";EUR;1.54;1.562;1.524;1.524;"03/07/2025 17:35";CET;130226;201160.69;1.524;03/07/2025
"INNELEC MULTIMEDIA";FR0000064297;ALINN;"Euronext Growth Paris";EUR;3.53;3.53;3.53;3.53;"03/07/2025 13:27";CET;83;292.99;3.53;03/07/2025
"INNOVATIVE RFK SPA";IT0005391161;MLIRF;"Euronext Access Paris";EUR;1.60;1.60;1.45;1.45;"27/06/2025 16:30";CET;3750;5550.00;1.45;03/07/2025
INSTALLUX;FR0000060451;ALLUX;"Euronext Growth Paris";EUR;310.00;310.00;310.00;310.00;"02/07/2025 16:30";CET;2;620.00;310.00;03/07/2025
INTEGRAGEN;FR0010908723;ALINT;"Euronext Growth Paris";EUR;0.325;0.325;0.238;0.246;"03/07/2025 17:35";CET;197559;53754.18;0.246;03/07/2025
"INTEGRITAS VIAGER";FR0014003FN0;MLVIE;"Euronext Access Paris";EUR;115.00;115.00;115.00;115.00;"14/08/2023 11:30";CET;2;230.00;115.00;03/07/2025
INTERPARFUMS;FR0004024222;ITP;"Euronext Paris";EUR;34.78;34.98;34.50;34.66;"03/07/2025 17:35";CET;20967;726903.22;34.66;03/07/2025
INTEXA;FR0000064958;ITXT;"Euronext Paris";EUR;2.60;2.60;2.60;2.60;"31/03/2025 13:22";CET;746;1939.60;2.60;03/07/2025
INTRASENSE;FR0011179886;ALINS;"Euronext Growth Paris";EUR;0.283;0.294;0.283;0.289;"03/07/2025 16:44";CET;28151;8113.54;0.289;03/07/2025
INVENTIVA;FR0013233012;IVA;"Euronext Paris";EUR;2.615;2.72;2.615;2.655;"03/07/2025 17:35";CET;39258;104391.37;2.655;03/07/2025
"INVIBES ADVERTSING";BE0974299316;ALINV;"Euronext Growth Paris";EUR;1.13;1.15;1.04;1.04;"02/07/2025 12:59";CET;115;131.09;1.04;03/07/2025
"IPOSA PROPERTIES";ES0105417002;MLIPO;"Euronext Access Paris";EUR;18.74;18.74;18.74;18.74;"05/08/2019 00:00";CET;-;-;18.70;03/07/2025
IPSEN;FR0010259150;IPN;"Euronext Paris";EUR;104.30;104.50;102.20;102.20;"03/07/2025 17:35";CET;57776;5924907.50;102.20;03/07/2025
IPSOS;FR0000073298;IPS;"Euronext Paris";EUR;43.36;43.36;42.82;42.82;"03/07/2025 17:35";CET;22948;984669.62;42.82;03/07/2025
ISPD;ES0109429037;ALISP;"Euronext Growth Paris";EUR;2.12;2.16;2.12;2.14;"03/07/2025 16:30";CET;508;1094.46;2.14;03/07/2025
"IT LINK";FR0000072597;ALITL;"Euronext Growth Paris";EUR;27.70;27.80;26.20;27.30;"03/07/2025 17:35";CET;2974;80530.70;27.30;03/07/2025
"ITALY INNOVAZIONI";IT0005336521;MLITN;"Euronext Access Paris";EUR;8.65;8.65;8.65;8.65;"29/01/2025 11:30";CET;44;380.60;8.65;03/07/2025
"JACQUES BOGART";FR0012872141;JBOG;"Euronext Paris";EUR;4.70;4.70;4.68;4.68;"03/07/2025 17:35";CET;1747;8206.84;4.68;03/07/2025
"JACQUET METALS";FR0000033904;JCQ;"Euronext Paris";EUR;22.15;22.50;22.15;22.40;"03/07/2025 17:35";CET;2906;64874.55;22.40;03/07/2025
JCDECAUX;FR0000077919;DEC;"Euronext Paris";EUR;15.50;15.64;15.33;15.40;"03/07/2025 17:36";CET;105276;1625029.71;15.40;03/07/2025
JUNGLE21;ES0105636007;MLJ21;"Euronext Access Paris";EUR;3.50;3.50;3.50;3.50;"24/03/2025 11:30";CET;85020;297570.00;3.34;03/07/2025
KALRAY;FR0010722819;ALKAL;"Euronext Growth Paris";EUR;0.493;0.504;0.48;0.48;"16/06/2025 17:35";CET;30649;15103.60;0.48;03/07/2025
"KAUFMAN ET BROAD";FR0004007813;KOF;"Euronext Paris";EUR;33.60;33.85;33.25;33.30;"03/07/2025 17:37";CET;8151;272158.25;33.30;03/07/2025
KERING;FR0000121485;KER;"Euronext Paris";EUR;204.40;205.00;198.22;198.44;"03/07/2025 17:38";CET;325972;65150034.52;198.44;03/07/2025
KERLINK;FR0013156007;ALKLK;"Euronext Growth Paris";EUR;0.978;0.978;0.932;0.968;"03/07/2025 17:27";CET;28752;27297.65;0.968;03/07/2025
KEYRUS;FR0004029411;ALKEY;"Euronext Growth Paris";EUR;7.90;7.90;7.86;7.90;"03/07/2025 16:28";CET;587;4636.54;7.90;03/07/2025
"KKO INTERNATIONAL";FR0013374667;ALKKO;"Euronext Growth Paris";EUR;0.1345;0.1395;0.133;0.1395;"03/07/2025 16:34";CET;36742;5010.82;0.1395;03/07/2025
KLARSEN;FR0011038348;ALKLA;"Euronext Growth Paris";EUR;1.10;1.10;1.05;1.10;"03/07/2025 16:55";CET;3248;3507.25;1.10;03/07/2025
"KLEA HOLDING";FR0013481835;ALKLH;"Euronext Growth Paris";EUR;0.1822;0.1822;0.1758;0.179;"03/07/2025 17:35";CET;315850;56492.41;0.179;03/07/2025
KLEPIERRE;FR0000121964;LI;"Euronext Paris";EUR;33.18;33.54;33.18;33.44;"03/07/2025 17:35";CET;569227;19028378.86;33.44;03/07/2025
KOMPUESTOS;ES0105425005;ALKOM;"Euronext Growth Paris";EUR;1.00;1.00;1.00;1.00;"03/07/2025 09:00";CET;1;1.00;1.00;03/07/2025
"KUMULUS VAPE";FR0013419876;ALVAP;"Euronext Growth Paris";EUR;4.91;4.91;4.86;4.91;"03/07/2025 17:17";CET;484;2362.10;4.91;03/07/2025
L'OREAL;FR0000120321;OR;"Euronext Paris";EUR;373.75;374.35;370.75;372.85;"03/07/2025 17:35";CET;186062;69322669.88;372.85;03/07/2025
"LABO EUROMEDIS";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;4.58;4.61;4.58;4.60;"03/07/2025 17:24";CET;1018;4682.49;4.60;03/07/2025
"LACROIX GROUP";FR0000066607;LACR;"Euronext Paris";EUR;8.40;8.40;8.00;8.38;"03/07/2025 17:35";CET;2086;17035.04;8.38;03/07/2025
"LAGARDERE SA";FR0000130213;MMB;"Euronext Paris";EUR;21.55;21.75;21.50;21.75;"03/07/2025 17:35";CET;14929;322580.55;21.75;03/07/2025
LANSON-BCC;FR0004027068;ALLAN;"Euronext Growth Paris";EUR;37.10;37.20;37.10;37.20;"03/07/2025 16:30";CET;12;445.80;37.20;03/07/2025
LARGO;FR0013308582;ALLGO;"Euronext Growth Paris";EUR;2.40;2.41;2.40;2.40;"03/07/2025 17:06";CET;2590;6216.50;2.40;03/07/2025
LATECOERE;FR001400JY13;LAT;"Euronext Paris";EUR;0.0128;0.0131;0.0128;0.013;"03/07/2025 17:35";CET;1122840;14540.42;0.013;03/07/2025
LAURENT-PERRIER;FR0006864484;LPE;"Euronext Paris";EUR;95.60;96.00;95.40;96.00;"03/07/2025 17:35";CET;149;14257.20;96.00;03/07/2025
LDC;FR001400SF56;LOUP;"Euronext Paris";EUR;91.20;92.40;91.20;92.00;"03/07/2025 17:35";CET;4053;372614.40;92.00;03/07/2025
LEBON;FR0000121295;ALBON;"Euronext Growth Paris";EUR;91.60;92.60;91.60;92.00;"03/07/2025 16:57";CET;316;29066.80;92.00;03/07/2025
LECTRA;FR0000065484;LSS;"Euronext Paris";EUR;23.90;24.75;23.90;24.75;"03/07/2025 17:35";CET;30555;746470.95;24.75;03/07/2025
LEGRAND;FR0010307819;LR;"Euronext Paris";EUR;112.45;113.30;111.80;112.65;"03/07/2025 17:35";CET;338028;38061059.25;112.65;03/07/2025
LEPERMISLIBRE;FR001400F2Z1;ALLPL;"Euronext Growth Paris";EUR;0.179;0.198;0.179;0.181;"03/07/2025 17:23";CET;18078;3446.77;0.181;03/07/2025
"LES HOTELS BAVEREZ";FR0007080254;ALLHB;"Euronext Growth Paris";EUR;73.50;73.50;73.50;73.50;"03/07/2025 16:30";CET;20;1470.00;73.50;03/07/2025
"LEXIBOOK LINGUIST.";FR0000033599;ALLEX;"Euronext Growth Paris";EUR;5.48;5.48;5.46;5.46;"03/07/2025 16:47";CET;1810;9902.60;5.46;03/07/2025
LHYFE;FR0014009YQ1;LHYFE;"Euronext Paris";EUR;3.35;3.39;3.30;3.33;"03/07/2025 17:35";CET;31845;106163.48;3.33;03/07/2025
LIGHTON;FR0013230950;ALTAI;"Euronext Growth Paris";EUR;10.20;10.23;10.00;10.06;"03/07/2025 17:35";CET;12976;130876.96;10.06;03/07/2025
"LINEDATA SERVICES";FR0004156297;LIN;"Euronext Paris";EUR;77.80;77.80;77.40;77.80;"03/07/2025 17:28";CET;91;7079.40;77.80;03/07/2025
LISI;FR0000050353;FII;"Euronext Paris";EUR;36.50;36.50;35.95;36.50;"03/07/2025 17:35";CET;33006;1198048.45;36.50;03/07/2025
"LLAMA GROUP";BE0974334667;ALLAM;"Euronext Growth Paris, Brussels";EUR;0.72;0.739;0.66;0.684;"03/07/2025 17:35";CET;161834;112385.81;0.684;03/07/2025
LLEIDA;ES0105089009;ALLLN;"Euronext Growth Paris";EUR;1.22;1.22;1.22;1.22;"03/07/2025 09:00";CET;1;1.22;1.22;03/07/2025
"LNA SANTE";FR0004170017;LNA;"Euronext Paris";EUR;26.00;26.10;25.90;25.90;"03/07/2025 17:35";CET;1913;49818.50;25.90;03/07/2025
